,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,count
406,e2e426d1332240070b0a836a854d057b,bed,57.0,701.0,2.0,1100.0,35
1485,d6160fb7873f184099d9bc95e30376af,pcs,55.0,3632.0,4.0,2600.0,35
1434,a39cc58c1b5926b6f9f378daa89f1315,house,53.0,646.0,1.0,3800.0,35
533,dfb97c88e066dc22165f31648efe1312,automotive,53.0,597.0,1.0,5417.0,35
991,c2ece64199af7a53793ed9612a89a8cd,decoration,59.0,955.0,7.0,2500.0,35
1218,b192be433004cc1f10b467c0e9ea309b,computer,57.0,977.0,1.0,725.0,35
512,5328338cfaa16ba10561cd970c73ca11,cool,51.0,330.0,1.0,1950.0,35
404,93a12c289ca2b78e7069e469f5053ef2,computer,55.0,408.0,1.0,233.0,35
70,a8fe47ad6f852f93cc92c7b408687de3,sport,27.0,202.0,5.0,400.0,34
379,b8a0d73b2a06e7910d9864dccdb0cda2,beauty,43.0,295.0,1.0,371.0,34
1595,55b71bf300a2765a382eaec566df531f,sport,50.0,2164.0,5.0,3400.0,34
1167,11dcc970f7a5581e1bf777b6da3f7096,housewares,42.0,659.0,2.0,1038.0,34
59,7b85e3deef35afd6ebed5461ee8f0641,computer,56.0,617.0,1.0,1583.0,34
110,7f4e034245e45549110139d1de248f83,babies,55.0,1629.0,1.0,600.0,34
753,810e2944bca9850b934e1570ba372e7d,decoration,49.0,612.0,1.0,2200.0,34
467,a8075470f960215ffb67624782f80fec,garden,60.0,361.0,4.0,2900.0,34
853,5b3b5f9ae84ca9ead3138b199420cc94,toys,48.0,1146.0,7.0,5400.0,34
705,8b50a72d52d7a91fb19d19fbe069e2f2,housewares,54.0,1754.0,1.0,250.0,34
1216,44fded21627553d1886d459384bbce06,electronics,56.0,280.0,1.0,150.0,34
1285,ecbe1ef7e2903ff8b1d704ba78fa264d,sport,47.0,920.0,1.0,902.0,34
643,e282624d8c82e04983f125e167eb4521,telephony,45.0,343.0,2.0,117.0,34
1469,e4d325bd1eea550509bdbbc5c3301fc1,perfumery,59.0,874.0,1.0,525.0,33
706,fe077ec80df6b4ee60bb4498d5ab1962,computer,56.0,195.0,1.0,200.0,33
899,4cc8bfa581f41841ce5e24aba773a44a,bed,50.0,381.0,1.0,875.0,33
749,827c4a77226a3e7ef259d61eaa775df9,decoration,54.0,439.0,2.0,1300.0,33
1584,05a9dadb8402b6b7ae3dd28f7da187b5,computer,59.0,3314.0,2.0,2950.0,33
966,25e2023ed83352bde98dc1490d14c3d8,toys,30.0,1024.0,1.0,887.0,33
1509,81288df52439985f610be64465e53f57,sport,53.0,3189.0,7.0,3775.0,33
1328,7d854ab97c64ef9df2bbfaf332765786,cool,44.0,598.0,4.0,4100.0,33
843,2b7aa376a6e728560bddb5558cc48e89,office,59.0,1296.0,1.0,13388.0,33
347,6bbe55cf8f85c87b6eebb775a53402f4,tablets,54.0,512.0,1.0,283.0,33
929,aa8d88eb4b9cb38894e33fa624c4287f,gifts,54.0,335.0,4.0,250.0,33
490,72d3bf1d3a790f8874096fcf860e3eff,toys,57.0,341.0,2.0,583.0,33
409,283dc451ad3918badb976d56ff887289,bed,58.0,188.0,1.0,1650.0,33
1632,a0b7d5a992ccda646f2d34e418fff5a0,decoration,45.0,67.0,2.0,12300.0,33
87,719d571299707561c34ba04ab867b32a,beauty,41.0,1178.0,1.0,434.0,33
124,16ed6a6e3fce23b741650437fe58d65b,housewares,49.0,1226.0,1.0,750.0,33
956,51f876eb62be778c757503cf7f8a3b74,beauty,33.0,198.0,1.0,67.0,32
903,1a080577618e7fe4d9ddd8fb2b47a964,gifts,33.0,623.0,1.0,425.0,32
318,f2e53dd1670f3c376518263b3f71424d,bed,53.0,236.0,2.0,1975.0,32
93,086351823300e0339f6955b27998c186,bed,49.0,189.0,1.0,3305.0,32
1214,b0c8da302d49498d2ce6be8c631e4e20,computer,24.0,401.0,1.0,213.0,32
1149,ce6f74096c84567f22728c84f3d6e7fc,bed,60.0,352.0,2.0,1300.0,32
1379,817e1c2d22418c36386406ccacfa53e8,decoration,37.0,267.0,1.0,2750.0,32
1380,ee3d532c8a438679776d222e997606b3,computer,43.0,452.0,1.0,360.0,32
1094,500870614ddcf5bd84f7d26861026c8a,telephony,58.0,434.0,3.0,217.0,32
1399,ccadfeab525a9eb1569983b66e5075c4,fashion,35.0,920.0,7.0,100.0,32
324,99f265229d46f700208ad7cb1ff48aae,telephony,60.0,755.0,6.0,350.0,32
989,66a0a6e02b7f543e5b021ce361f267d4,cool,45.0,798.0,1.0,1500.0,32
1496,6adab229374835b551f6402e0dc53267,pet,56.0,499.0,4.0,1250.0,32
1504,34d6306314a47fe15c1efdbc23302020,computer,38.0,301.0,1.0,107.0,32
1331,657247f6f60543b93e3cc708a8e6329c,bags,53.0,526.0,2.0,18050.0,32
574,044f05bc9de36e8a693a83e4bc79dd0d,telephony,59.0,734.0,4.0,300.0,32
588,b38b25d838ae0b8385e8cc68b9017644,beauty,59.0,1153.0,4.0,200.0,32
1574,bdcf6a834e8faa30dac3886c7a58e92e,beauty,26.0,394.0,1.0,1614.0,32
687,a5f6ba3fe91a2e73f10b612131cb2404,electronics,45.0,1057.0,3.0,138.0,32
436,ab9cf155f8280c3739b09fe341a185e8,telephony,59.0,409.0,1.0,225.0,31
1047,44d097d59e8430f88a67517cd0c4f865,fashion,55.0,151.0,6.0,350.0,31
1273,abc3432ff825d8e524db1d4eac6d2099,telephony,54.0,713.0,4.0,150.0,31
619,5bfc7506459ae2a7b4b573fe557a58e1,bed,57.0,535.0,1.0,800.0,31
1417,d6fe3b4ddecd4a8393c6a1385de3bfb6,office,46.0,1157.0,1.0,16650.0,31
488,9fe172fa8e662ca8572cf12abf8bce23,fashion,36.0,412.0,5.0,150.0,31
698,98a8c2fa16d7239c606640f5555768e4,garden,39.0,500.0,1.0,8325.0,31
1319,91b08d34d0ba4db44da2dc382867ba49,telephony,47.0,137.0,2.0,100.0,31
797,23365beed316535b4105bd800c46670e,telephony,56.0,351.0,1.0,350.0,31
461,77cc62dc80ebe12a0452d1ce0565acdc,sport,45.0,2950.0,1.0,1625.0,30
935,c3097e07a0a5de0d4b4c836d90c5a284,electronics,43.0,425.0,1.0,200.0,30
1038,c403e106353e1aa40efe783ecb39ed7a,bed,30.0,169.0,1.0,550.0,30
417,b92a7304ebad1ca5b393b53b2de5c70a,office,55.0,1292.0,1.0,9725.0,30
456,b99e4f4fa3f421e0ffbd512d9f152dec,electronics,52.0,240.0,1.0,1050.0,30
258,cd46a885543f0e169a49f1eb25c04e43,computer,58.0,1390.0,2.0,3475.0,30
446,c5b72065154ec27c2d1ed8a654c3348f,gifts,36.0,1116.0,1.0,416.0,30
575,e8316a4667e5870c85e906b1f062bde1,office,58.0,1135.0,1.0,9200.0,30
573,06f0e85c7892d5df893f332706340af1,stationery,57.0,301.0,3.0,9850.0,30
521,4b703444923b5e57bb73ba343f5ebab7,bed,49.0,204.0,1.0,264.0,30
410,ca38c039b717207dec906f4fa9a21db7,beauty,53.0,3734.0,5.0,538.0,30
150,07c055536ebf10dfbb6c6db6dbfc36e5,decoration,59.0,473.0,1.0,600.0,30
1568,0bbdc963004d9b2fd3427ee3c5ae3608,sport,31.0,1479.0,3.0,150.0,30
1534,f731f8587d4088c174397e010cf892a9,perfumery,47.0,963.0,1.0,375.0,30
1359,32e18e89237933ebdaaebd78a27e7fa1,housewares,48.0,464.0,1.0,1400.0,30
229,6a1a04054158fe995e1688d8f79605b2,sport,59.0,254.0,1.0,1650.0,29
365,57d79905de06d8897872c551bfd09358,telephony,59.0,540.0,4.0,300.0,29
127,55782cb82e0efe052da0a3da237da3b2,automotive,60.0,1159.0,3.0,2450.0,29
459,6a2909ac21d16b721e4795e7e8ff3e68,sport,53.0,618.0,1.0,283.0,29
691,d04e48982547095af81c231c3d581cb6,gifts,56.0,528.0,2.0,292.0,29
1189,372645c7439f9661fbbacfd129aa92ec,bed,60.0,236.0,1.0,1500.0,29
1478,64fb13596caf118c438edc5c6ed2d50a,computer,48.0,252.0,1.0,167.0,29
1002,4cac1a12a6fe9ffba4a9556dbe582e28,automotive,46.0,365.0,1.0,200.0,29
334,5403528d987ad26e8d7cb25940411987,gifts,58.0,600.0,3.0,250.0,29
1095,0705b33fb285827a578fce4899f1b921,sport,35.0,650.0,1.0,400.0,29
1090,0e2d365a247d105fefc31b17ab8706d9,perfumery,35.0,503.0,1.0,430.0,29
452,d7d5562fce331ad958ca6f57057b3526,cool,33.0,910.0,1.0,700.0,29
925,c73628b1c3144b2e0c9c88072f21a213,automotive,60.0,1892.0,2.0,850.0,29
1330,c94d19d021d4a8fbae5a45f904aeea90,living,34.0,612.0,4.0,9750.0,29
1297,e2bb00220a167d9e60b6776ac33717bc,gifts,60.0,504.0,1.0,300.0,29
191,679a3e5e1d2bb68982be5734c6e55e63,house,57.0,565.0,4.0,800.0,29
1253,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,audio,42.0,671.0,5.0,200.0,29
957,e94df75b2e9a8b056be0c144a731f55c,pet,56.0,1538.0,2.0,625.0,28
20,0bb7cb61f1957f79dac582ab66ccdc1f,housewares,45.0,561.0,2.0,553.0,28
740,5dee2c14e1989141e15d341d4c62d72a,sport,56.0,859.0,1.0,353.0,28
990,86c43103446290e7efacad3701cd654d,gifts,58.0,644.0,6.0,250.0,28
36,ace5d86cf1ac63cdb76f49e5cd23d2f8,decoration,60.0,473.0,1.0,600.0,28
885,acc444eb5ad26f79d5a11baa6a03c439,decoration,53.0,626.0,1.0,9400.0,28
1444,c1488892604e4ba5cff5b4eb4d595400,decoration,59.0,426.0,2.0,1400.0,28
1551,8a443635fdf9759915c9be5be2e3b862,bed,58.0,189.0,1.0,1400.0,28
1389,68bf2e76db1d8e846042e54da87399ca,bed,55.0,743.0,2.0,6850.0,28
620,c075b8e131353552218860f1c421e4ef,kitchen,30.0,1565.0,4.0,1750.0,28
1345,167b4b8c4bd0c401bea62f5e050d70a4,computer,55.0,209.0,1.0,517.0,28
462,42ec84ace63b58b8c5a7ba7be01d5fb8,cool,52.0,1732.0,10.0,2550.0,28
546,914c9e9af640dd56f48764a225b00f89,office,47.0,1047.0,1.0,7463.0,28
550,30ccf4724f5227265f837e9ba0246278,bags,52.0,573.0,1.0,1450.0,28
1252,223d34a3d9334039f5ff9511dc044bbb,telephony,50.0,1246.0,1.0,900.0,28
1170,bce474cc95b6e77657e10939b0b4248c,gifts,51.0,638.0,1.0,310.0,28
561,ac44def10e24998cdee20a208d691127,bed,55.0,1208.0,1.0,1175.0,28
637,4ac50dbde931c0a5ed8c33d3dc047351,beauty,33.0,1087.0,1.0,600.0,28
1264,75c06ee06b201f9b6301d2b5e72993f8,perfumery,54.0,939.0,1.0,50.0,28
1615,d3e1006ba3735c0d44160026b6e0ced3,automotive,53.0,2805.0,3.0,1850.0,28
1623,71a5f1c2a5fd9889ef26b5ac22aec9c6,decoration,60.0,500.0,3.0,100.0,27
1383,a42d9c825894f96fc6ed02610891454d,sport,57.0,1176.0,1.0,2200.0,27
182,1a758361b1c10b3ffe3d3373332de319,sport,56.0,819.0,4.0,175.0,27
188,ee6c49af1a2de55aa0e076257ab4ab99,computer,47.0,956.0,1.0,140.0,27
290,3e442d09f9dfef002aadf31960869f65,computer,33.0,1084.0,2.0,200.0,27
1312,990d135e28e075648cb7d83198fdccf4,babies,29.0,764.0,1.0,340.0,27
840,ffc9caf33e2d1e9f44e3e06da19085f7,beauty,22.0,279.0,1.0,2134.0,27
1339,9f1c3e71d56894398a42b050b07f1baa,cool,25.0,176.0,1.0,163.0,27
814,776ef0ee36e20757c513e64903f1fa8a,beauty,45.0,494.0,3.0,925.0,27
77,eba7488e1c67729f045ab43fac426f2e,perfumery,43.0,259.0,1.0,610.0,27
1500,23bcd6822a33df5534f9b290216eec1f,toys,56.0,708.0,6.0,7000.0,27
272,404a57563d487aecbc2b1a01d9b89aab,bed,62.0,313.0,1.0,3500.0,27
1418,5526b1ae9ab2688cf600783cece249df,computer,49.0,385.0,1.0,200.0,27
23,6a23ae3187f1dac41b7210a8c7739d6b,decoration,52.0,832.0,1.0,750.0,27
1561,8844bd4b8ca8f93603694ca2bceb77e9,beauty,49.0,1513.0,3.0,900.0,27
73,cc5447118c174dcc6456c84ccb29e6f7,perfumery,25.0,549.0,1.0,550.0,27
735,145978af3e89b318be0b717a0953649a,computer,56.0,295.0,3.0,150.0,26
1594,21fb5057dd6a737df6851a7ab7a130da,decoration,52.0,709.0,2.0,7550.0,26
1571,c8cfa622661e047ea2499f8bce4731a5,babies,56.0,628.0,2.0,650.0,26
767,9da950e8c8c482441f1b93955b21c827,cool,51.0,516.0,1.0,5200.0,26
300,e85d91619b497e98754390b6198a9818,babies,56.0,624.0,2.0,700.0,26
781,79366d6a24de9351b7ca6e3cf75a68ec,portable,44.0,2558.0,1.0,1100.0,26
494,4deb009c36a910076a023947a7929201,game,51.0,936.0,2.0,157.0,26
783,8983a3b149303c013fceabef902e835a,computer,39.0,1193.0,3.0,450.0,26
644,c43ab4269cbf91b373263db4c2973cad,cool,59.0,734.0,4.0,650.0,26
795,fe9dfbe7f974621789683b7b78be2a16,beauty,54.0,1131.0,3.0,5300.0,26
430,1612209b0b37fbe80e1e8e1b7d19ca1d,computer,56.0,580.0,4.0,1600.0,26
798,31639956e7fac87ecfd9d608040638bd,cool,38.0,500.0,1.0,5150.0,26
962,d678178aa4291cd25a755a90188375c8,decoration,43.0,789.0,1.0,950.0,26
1299,f908d3bf313a1308bfb2a46ea2685347,toys,21.0,587.0,2.0,100.0,26
1281,ec5b3c8bb77ad22278f6e9d719a83de3,home,46.0,348.0,1.0,700.0,26
1262,b60856ce32d90658dbf99b9485327c25,electronics,40.0,429.0,1.0,150.0,26
1179,017692475c1c954ff597feda05131d73,perfumery,54.0,933.0,1.0,50.0,26
1162,b59fb744c6f3cd1dc23b10f760848d98,sport,45.0,118.0,1.0,200.0,26
1003,13db47eae724e2848e12b71a617a3a41,audio,34.0,468.0,1.0,425.0,26
975,be0dbdc3d67d55727a65d4cd696ca73c,computer,47.0,493.0,1.0,245.0,26
1127,4178e16324fd0c9a8e18463caf390cc6,cool,51.0,582.0,1.0,11600.0,26
939,c72edc98e7d77f0c4c04ec80730c05f5,sport,18.0,370.0,1.0,700.0,26
1508,51ce083cd2b9078656a94655ab45b8a4,bed,60.0,264.0,1.0,2450.0,26
190,2083a6feb4bbb31f6abc92fc24e468c0,telephony,56.0,3135.0,2.0,150.0,26
884,cadb69af336c16aba5c5223599821245,electronics,41.0,386.0,1.0,200.0,26
898,060cb19345d90064d1015407193c233d,automotive,49.0,608.0,1.0,7150.0,26
952,542b3d80712d51eefe3a3cd1c5f4e8fe,cool,49.0,223.0,1.0,400.0,25
1593,2bd9b51a9ab079e095aca987845d3266,game,55.0,450.0,1.0,300.0,25
834,2423252b2432f1803e4f29e0974c6cf7,toys,60.0,919.0,5.0,1167.0,25
1278,c50ca07e9e4db9ea5011f06802c0aea0,beauty,59.0,1782.0,1.0,125.0,25
545,30469bb5ea377eae7121981e2f0778e4,sport,57.0,574.0,4.0,5950.0,25
1261,f9259c9e7c0f12c70f7a81409680a5ff,sport,45.0,407.0,2.0,925.0,25
1255,e4ca5b20cfe1a020e15e36fe14e880ee,electronics,46.0,331.0,1.0,125.0,25
1228,36c2fb4fa746273709c373f6d6ec6796,bed,55.0,1714.0,1.0,6038.0,25
1217,a9f480bfc49f0b85e8394e1cdf685b4e,toys,33.0,69.0,4.0,5700.0,25
5,f4d705aa95ccca448e5b0deb6e5290ba,bed,57.0,74.0,1.0,250.0,25
1368,a703f5ade6e4fae527357132230ea778,beauty,57.0,1271.0,5.0,225.0,25
9,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,toys,53.0,579.0,1.0,675.0,25
606,ef66e63137bdd1b2e44aa968646fc1e3,decoration,41.0,789.0,1.0,750.0,25
738,d189fbf8b5d79a670cebcaaad68d77b2,stationery,49.0,453.0,1.0,3000.0,25
103,a04087ab6a96ffa041f8a2701a72b616,pcs,55.0,1105.0,1.0,13700.0,25
769,79da264732f717f10ebf5d102aa6c32a,telephony,59.0,675.0,5.0,150.0,25
112,1491a8ff192d4b5c369b0eaa2fe33ee5,bed,46.0,162.0,5.0,4600.0,25
804,ba74c6b75d2ad7503175809688d5a03c,gifts,59.0,1088.0,2.0,292.0,25
1120,87d780fa7d2cf3710aa02dc4ca8db985,bed,57.0,189.0,1.0,1350.0,25
487,f6fa93875f4a7dac03e0a22143f4d815,bed,37.0,212.0,2.0,450.0,25
142,6dde44b4172999f35f08654d06bad633,office,55.0,1180.0,1.0,16167.0,25
144,fe75529a267b76ac6e96f0c322a899a4,beauty,33.0,374.0,1.0,304.0,25
1488,9b9d1c4bd979b93c138044e032f99780,cool,56.0,1024.0,1.0,900.0,25
1327,288dbc06591742c5d7fe90fbfb08943e,decoration,55.0,1130.0,1.0,3450.0,25
816,7f064525eaaa1ce9d22c085f7ff5413a,gifts,50.0,578.0,3.0,250.0,25
466,ee57070aa3b24a06fdd0e02efd2d757d,computer,55.0,937.0,1.0,107.0,25
420,2b0ee2d07306f7c9ac55a43166e9bb4b,bed,57.0,504.0,1.0,1450.0,25
1391,c9c455f9fd8ca66d3ff7f90a249753b4,sport,63.0,1599.0,5.0,500.0,24
350,ff29d8cb1cd0cd5ea37b80dac9939e1c,electronics,47.0,485.0,1.0,200.0,24
288,64b4f32393cbf55be791078e7a2adca0,gifts,56.0,817.0,1.0,50.0,24
1428,c0704b7b41d23540e8576c5e84484dcb,beauty,38.0,2113.0,1.0,250.0,24
893,ba80c9f47a84d1e08465f72e22930c83,pet,41.0,901.0,1.0,150.0,24
286,20f160a9cf2e856ee5eba259e9ae33f9,perfumery,56.0,1224.0,3.0,556.0,24
118,8d1cfc0463b545928bfb4e589e017bd4,market,55.0,1626.0,1.0,175.0,24
145,e7d26dd6742baca292020c158e6720c3,bags,40.0,124.0,1.0,450.0,24
238,d34c07a2d817ac73f4caf8c574215fed,telephony,56.0,56.0,1.0,325.0,24
837,fbd4031ddbc3d02b95834b62769d3ad0,housewares,55.0,375.0,2.0,10050.0,24
655,dd61e943598eec72351633dd6a72d5dc,perfumery,47.0,1816.0,2.0,350.0,24
1415,84f5c4f480ad6c9998d6a6860f1a2e41,food,56.0,963.0,1.0,1100.0,24
1413,9749139e09929de55d37e68e64b89706,beauty,53.0,994.0,1.0,650.0,24
1341,cfb763496d9fc48751a27db4fd02aa2d,bed,38.0,168.0,2.0,350.0,24
1565,d493f5a208254fe85b3ab55d898461a1,foods,60.0,3725.0,6.0,675.0,24
679,c708ba7c6269161f89ce0683cdd7c432,gifts,60.0,379.0,3.0,300.0,24
542,fb01a5fc09b9b9563c2ee41a22f07d54,game,33.0,912.0,2.0,1500.0,24
178,b3e40ff639c185b9d726b4b19c17e6cd,cool,55.0,934.0,1.0,2150.0,24
115,e84997d75938765ef99930f908ceedf4,stationery,52.0,431.0,1.0,1900.0,24
917,642a40d4d73b4b2604968937de13634a,bed,43.0,93.0,1.0,250.0,24
1318,e06f99e79036d681effa3de75989bf22,gifts,54.0,257.0,5.0,200.0,24
1059,58efb9b638561ce132216a9a612513e2,living,30.0,606.0,2.0,9700.0,24
27,0eb8e03d4ef83152c4642b606b5bbdec,decoration,47.0,348.0,1.0,2900.0,24
881,91846781ef75057e134949400768e272,sport,59.0,1732.0,5.0,1550.0,24
829,82c51c3938503a4ddc096fbed86428d6,construction,58.0,3530.0,4.0,300.0,24
592,083ffd30820b592e294de7ed668ff975,computer,49.0,944.0,3.0,300.0,24
41,a8115d34a4b7b74388da609692162c37,computer,34.0,1080.0,2.0,250.0,24
1476,f39a8b27ce90ac582103bf36f09690dd,game,59.0,1914.0,5.0,300.0,24
780,68a058d125ba1544e726898f0b8c0523,office,54.0,1283.0,1.0,10475.0,24
1207,d692d19cee022f7acab76373f297ad6a,bed,56.0,286.0,1.0,1850.0,24
988,574597aaf385996112490308e37399ce,housewares,55.0,499.0,1.0,4800.0,24
1457,f7bb503725fb4d7bb55301d5bceba728,sport,48.0,1781.0,1.0,400.0,24
1610,a12c9204f6f9e90ad1d8ba5571fbfed2,computer,31.0,614.0,2.0,600.0,24
1308,b24af8bca8813bcde4140ff8562f5e47,telephony,59.0,314.0,6.0,250.0,24
1202,3e4176d545618ed02f382a3057de32b4,bags,35.0,468.0,1.0,1200.0,24
916,b84520a57891e7a8ae2c68741dcc7146,gifts,56.0,660.0,3.0,250.0,24
652,c706d50b57c9e83293c2586d01f32445,stationery,60.0,310.0,3.0,600.0,23
1421,89e4362d74afa10ac57f8d67210132a6,fashion,30.0,219.0,1.0,1870.0,23
611,7686fe49c98ae1c537b5cc51992f5d20,babies,38.0,798.0,1.0,600.0,23
677,371fa349d92646bbeea5873df0bcdc5a,housewares,49.0,342.0,1.0,490.0,23
361,1cf0c9095608952cb1c65c4789946375,electronics,52.0,293.0,2.0,275.0,23
999,e7f85e7f0203b7b95cc1b4c21b4b070c,cool,42.0,582.0,1.0,5575.0,23
1569,ae52eeb8383b94455f0a08b1f88ad002,computer,60.0,882.0,1.0,167.0,23
1490,bc74f63361c15c1a5baa5b97ac432e62,beauty,42.0,500.0,1.0,4050.0,23
402,7ac0d3f8ac5b60c13d74b02b8cbb4623,pet,40.0,1110.0,6.0,1050.0,23
967,f177b434709ecb652dbee4f4b19aef2f,fashion,56.0,197.0,5.0,200.0,23
918,28a652ff04e43c1bc57937a9f8770f9b,stationery,55.0,264.0,4.0,7700.0,23
1083,5fc3e6a4b52b0c414458104ed4037f1c,computer,38.0,228.0,1.0,200.0,23
940,e1e932dfb67414e80b87ad97688cf2a3,toys,45.0,404.0,5.0,3850.0,23
610,c32b1155b886162db8e1ec114699a799,bed,53.0,381.0,1.0,825.0,23
1117,54d7ad85b648d3cb2b7069ed446d7f35,computer,42.0,503.0,1.0,1067.0,23
535,74ae869eb82594d9cbe6e934cf143e0c,telephony,60.0,751.0,3.0,150.0,23
1183,a659cb33082b851fb87a33af8f0fff29,automotive,60.0,380.0,1.0,150.0,23
756,9007d9a8a0d332c61d9dd611fa341f4b,stationery,50.0,366.0,4.0,200.0,23
587,14dffa241a078aeaebaef48a49e807ca,babies,43.0,746.0,4.0,250.0,23
216,7b35ccd93a2184646c03b70326626923,sport,30.0,2162.0,1.0,1563.0,23
219,7c2d0df8e5fbfa71d54a400b33a8502e,beauty,59.0,1515.0,1.0,138.0,23
284,33ba4b29d820b397054cc97e892ab1bc,automotive,57.0,955.0,2.0,300.0,23
381,1a405418406359cc2b8815f93bf359c2,sport,56.0,1007.0,2.0,4550.0,23
491,97b3b8e8ed22d0ceb3b3c520e806a334,electronics,40.0,395.0,1.0,200.0,23
1267,ad2037645597db38527fe3afbe226af2,drinks,48.0,886.0,2.0,850.0,23
1193,31b8e7c2a22f3dba5183cc110bdd72f7,electronics,52.0,602.0,1.0,281.0,23
105,dd4c3b4ab7e001aaf385ea2e68952030,babies,23.0,358.0,1.0,450.0,23
134,a695ab8413ea83619cde9b18292d6aa1,decoration,38.0,503.0,4.0,1700.0,23
224,738da8ddda2e593acfdc53c2d1520dfa,musical,63.0,950.0,9.0,8350.0,23
1581,bb90206fa281c20f0b4c42a2393b54dd,computer,39.0,72.0,1.0,875.0,23
1344,5d7c23067ed3fc8c6e699b9373d5890b,fashion,54.0,151.0,3.0,250.0,23
15,2029248294c186017ecfc48cecd47bbd,garden,44.0,586.0,3.0,3250.0,23
913,bb7181410b4e02f93f3697f765db53c7,babies,36.0,1058.0,1.0,14950.0,23
827,0efc91aa52d1f0669126d3000a94279b,bed,52.0,111.0,1.0,2100.0,22
1461,dc9471db933efad7bf0ce685380578bd,computer,49.0,579.0,1.0,800.0,22
1287,ad4b5def91ac7c575dbdf65b5be311f4,computer,55.0,665.0,1.0,250.0,22
1275,4a25d757ff72fad7534f478c90be77e6,telephony,59.0,751.0,6.0,275.0,22
208,fed5c40c27e1c88560a9e92d82ee0825,electronics,53.0,109.0,1.0,150.0,22
950,5b8423dc7f23089c9c59c5d140eb5a1c,toys,59.0,1629.0,3.0,5250.0,22
206,0fa81e7123fd0ebe03adbbe99d912827,bed,60.0,189.0,1.0,1350.0,22
358,71a7800a633691de8ecdd17463335e2e,construction,49.0,1845.0,5.0,550.0,22
1268,06bf70b6e1d67d96308235ef350edc61,toys,48.0,284.0,2.0,950.0,22
817,0a9bdadab17a9b0f258f64d11a0adf7b,decoration,37.0,1090.0,1.0,7480.0,22
44,812f428f6757ab16c46cffc68f2e90c5,decoration,53.0,1991.0,2.0,600.0,22
1293,11250b0d4b709fee92441c5f34122aed,agro,28.0,388.0,2.0,3000.0,22
1437,18486698933fbb64af6c0a255f7dd64c,computer,40.0,322.0,1.0,225.0,22
1454,726b4e18f00255e2e63491bcba3f60b8,mattress,41.0,866.0,1.0,1700.0,22
1453,91c82ace62e0ca1b69b1a45bcc214b45,gifts,60.0,992.0,1.0,308.0,22
887,ba4a91633739ceceb2b73b627e2cfbc3,office,57.0,1296.0,1.0,8750.0,22
250,c10a7001e8b49dfc03817444b5f2ed81,gifts,46.0,670.0,1.0,500.0,22
1316,40e8b425d1a26e2d9cb77363523e05ce,Christmas,38.0,1324.0,1.0,4500.0,22
892,115e606ac8059e4cfa1c6c3310fb365c,computer,57.0,1525.0,4.0,285.0,22
244,8338cef8355d238f43711dcb9c0657b2,decoration,59.0,473.0,1.0,700.0,22
745,5c692818d313aa12864b48ac0c2472c2,gifts,56.0,167.0,3.0,200.0,22
742,5176d8670222d50ebbe4d4c5dfba2b49,electronics,44.0,86.0,1.0,125.0,22
362,688ad0169550f8e2eb0307b61df3ba12,bed,41.0,515.0,2.0,1050.0,22
220,f361fccba568fabe00db466f80626d1e,automotive,20.0,908.0,1.0,75.0,22
734,a2da86fa759178e9e58e54aa1a144e59,telephony,57.0,777.0,5.0,350.0,22
1348,0c71252f37443403376d2008034a7240,pet,41.0,947.0,1.0,156.0,22
1364,4bb4fb9c85785b75ab4f6559900c7ca1,telephony,49.0,394.0,2.0,150.0,22
1398,466d263ce8b7bd275003ee2104428127,telephony,59.0,266.0,2.0,150.0,22
1390,008cff0e5792219fae03e570f980b330,sport,59.0,1735.0,5.0,1550.0,22
173,6c81db10f914c4d032b14fa93aa0a818,fashion,56.0,198.0,4.0,150.0,22
1550,90aa2ab699cd0e459be93124aa91c82f,bed,56.0,2507.0,2.0,2300.0,22
1005,af0a99476d96dcc1a1baa7c0d9ff6b9d,beauty,52.0,913.0,3.0,593.0,22
1080,867dda95bbba37fe56fa288449fa122f,bed,43.0,184.0,1.0,600.0,22
579,1d3ecbda18167c766a3381fd16108e4a,sport,42.0,636.0,1.0,1700.0,22
143,87cb507e0daa37bbf34956fd59eba832,gifts,55.0,167.0,2.0,250.0,22
1048,28b4eced95a52d9c437a4caf9d311b95,decoration,60.0,1953.0,1.0,750.0,22
1008,2481a472d98c582b46bc2dfeae6f539f,decoration,59.0,205.0,1.0,950.0,22
340,4a300735bc293723103db0d0c1bc1585,telephony,42.0,661.0,4.0,250.0,22
564,419cb1b441eda9b92ebd1a1b96090c26,telephony,60.0,777.0,6.0,350.0,22
10,a1bf559ac1eab015ba992bd76d9d76c7,computer,32.0,1074.0,2.0,200.0,22
571,b74d57e3377dd78aace6d070fc48cc88,bed,55.0,556.0,1.0,675.0,22
1564,64d33e6bd1b905a31c2f96f584e6a0c8,telephony,60.0,818.0,6.0,350.0,22
1021,99f5b2240b82bf9387e5cf2fc0335b08,computer,53.0,422.0,1.0,160.0,22
291,d011223de539cd224b5c5c8082313d46,decoration,50.0,676.0,2.0,2125.0,22
755,3efd399c5d016b9e6a5ad3196eade44f,babies,28.0,855.0,2.0,1000.0,21
